5.848685,-3.160742
6.725038,-3.164368
0.487516,-4.054822
1.367999,-4.056490
2.258893,-4.058507
3.158913,-4.061504
4.059468,-4.059477
4.958073,-4.057154
5.848099,-4.057552
6.722572,-4.052626
0.494538,-4.944975
1.372723,-4.950837
2.261355,-4.955348
3.159235,-4.956797
4.057213,-4.956311
4.955351,-4.953929
5.840973,-4.947550
6.713242,-4.937262
0.504841,-5.825084
1.376667,-5.834969
2.264996,-5.842426
3.157709,-5.846358
4.051724,-5.844037
4.943514,-5.838337
5.825557,-5.828912
6.695054,-5.812387
0.531914,-6.693411
1.401546,-6.706306
2.281150,-6.714992
3.169738,-6.720022
4.059101,-6.716341
4.944768,-6.708380
5.822151,-6.693255
6.684535,-6.675013
0.525575,-0.031794
1.396050,-0.015732
2.276993,-0.005511
3.165897,-0.002402
4.054699,-0.004373
4.941890,-0.014247
5.822362,-0.030400
6.687138,-0.053001
0.505478,-0.900220
1.382312,-0.887094
2.267803,-0.878355
3.162112,-0.874757
4.056982,-0.873615
4.950194,-0.882695
5.834176,-0.895550
6.704150,-0.915185
0.494318,-1.778638
1.371735,-1.769498
2.261651,-1.763730
3.158602,-1.763984
4.057385,-1.763363
4.955784,-1.767699
5.843354,-1.776948
6.715548,-1.788664
0.486032,-2.669261
1.365652,-2.661778
2.260453,-2.660372
3.158054,-2.658683
4.058978,-2.658543
4.958995,-2.659329
5.849113,-2.666042
6.724644,-2.671735
0.487125,-3.560587
1.367366,-3.561798
2.260121,-3.560521
3.159157,-3.561646
4.060479,-3.560848
4.961265,-3.561241
5.850753,-3.560906
6.725440,-3.561271
0.489928,-4.453215
1.369814,-4.458696
2.262374,-4.460908
3.159826,-4.460804
4.061013,-4.461436
4.958203,-4.459456
5.847253,-4.454532
6.720930,-4.448429
0.498112,-5.340033
1.376741,-5.347925
2.262234,-5.352868
3.158671,-5.356345
4.055629,-5.355271
4.948691,-5.350040
5.835606,-5.341071
6.705548,-5.331260
0.512614,-6.215573
1.389298,-6.229119
2.271637,-6.236427
3.161170,-6.240648
4.051750,-6.238416
4.941588,-6.230616
5.822930,-6.218798
6.689107,-6.201705
0.046058,-0.044497
0.910147,-0.025958
1.784861,-0.012831
2.668535,-0.003343
3.558201,0.000076
4.447429,-0.006376
5.330226,-0.017969
6.203357,-0.039226
0.027755,-0.909232
0.893637,-0.894530
1.772390,-0.883428
2.662975,-0.878260
3.556520,-0.876152
4.452706,-0.878604
5.339208,-0.888394
6.218553,-0.902137
0.013077,-1.787430
0.882608,-1.774902
1.763530,-1.765482
2.658413,-1.760171
3.555521,-1.759439
4.454792,-1.761658
5.347304,-1.768779
6.229505,-1.780964
0.004893,-2.673203
0.877413,-2.669733
1.760739,-2.663021
2.656043,-2.659040
3.555777,-2.656740
4.456584,-2.660191
5.353095,-2.661343
6.235296,-2.668954
0.006725,-3.564588
0.875781,-3.564281
1.762499,-3.559639
2.656235,-3.561661
3.556759,-3.561115
4.458082,-3.558520
5.353051,-3.559471
6.238480,-3.558903
0.012650,-4.453514
0.881139,-4.456303
1.763685,-4.461806
2.657716,-4.462014
3.557106,-4.461165
4.457589,-4.459029
5.351353,-4.456703
6.233380,-4.451283
0.020705,-5.334160
0.887895,-5.343804
1.769307,-5.350285
2.659940,-5.356007
3.554404,-5.356884
4.451237,-5.351832
5.341039,-5.345786
6.221620,-5.336781
0.037274,-6.211450
0.902460,-6.222661
1.777912,-6.232713
2.665290,-6.239565
3.555474,-6.238285
4.446688,-6.234747
5.331127,-6.222133
6.207998,-6.210574
